Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-20 09:30:00-04:00,5646.919921875,5646.919921875,5633.47998046875,5634.2900390625,0,0.0,0.0
2025-03-20 09:31:00-04:00,5634.740234375,5638.14013671875,5632.330078125,5637.830078125,9229421,0.0,0.0
2025-03-20 09:32:00-04:00,5637.85009765625,5647.0400390625,5637.2998046875,5646.3798828125,10101187,0.0,0.0
2025-03-20 09:33:00-04:00,5646.68017578125,5652.77001953125,5646.27978515625,5651.080078125,11766014,0.0,0.0
2025-03-20 09:34:00-04:00,5651.240234375,5653.47998046875,5650.259765625,5651.509765625,8623269,0.0,0.0
2025-03-20 09:35:00-04:00,5651.509765625,5654.25,5650.27978515625,5653.58984375,9169002,0.0,0.0
2025-03-20 09:36:00-04:00,5653.419921875,5653.419921875,5650.93994140625,5653.3701171875,8841238,0.0,0.0
2025-03-20 09:37:00-04:00,5653.1201171875,5654.830078125,5648.509765625,5648.509765625,9492553,0.0,0.0
2025-03-20 09:38:00-04:00,5648.43017578125,5652.27978515625,5648.43017578125,5650.22021484375,7745146,0.0,0.0
2025-03-20 09:39:00-04:00,5650.419921875,5652.93994140625,5650.259765625,5652.93994140625,8060880,0.0,0.0
2025-03-20 09:40:00-04:00,5652.72021484375,5653.10986328125,5650.43994140625,5650.77978515625,8237885,0.0,0.0
2025-03-20 09:41:00-04:00,5650.64013671875,5653.8798828125,5649.2900390625,5653.8798828125,7210739,0.0,0.0
2025-03-20 09:42:00-04:00,5653.9501953125,5655.4599609375,5652.009765625,5655.27001953125,7156462,0.0,0.0
2025-03-20 09:43:00-04:00,5655.2998046875,5660.31005859375,5655.2998046875,5658.60986328125,7033080,0.0,0.0
2025-03-20 09:44:00-04:00,5658.18994140625,5658.18994140625,5653.9599609375,5657.52978515625,6322975,0.0,0.0
2025-03-20 09:45:00-04:00,5657.669921875,5661.39013671875,5657.669921875,5661.39013671875,8893557,0.0,0.0
2025-03-20 09:46:00-04:00,5661.39013671875,5662.740234375,5659.77001953125,5660.85986328125,7125861,0.0,0.0
2025-03-20 09:47:00-04:00,5661.009765625,5663.43994140625,5659.81982421875,5659.89013671875,6593741,0.0,0.0
2025-03-20 09:48:00-04:00,5660.0498046875,5660.0498046875,5658.0,5658.759765625,5748782,0.0,0.0
2025-03-20 09:49:00-04:00,5658.5,5662.080078125,5658.5,5661.740234375,6182115,0.0,0.0
2025-03-20 09:50:00-04:00,5661.47998046875,5663.669921875,5660.0498046875,5663.0498046875,6646019,0.0,0.0
2025-03-20 09:51:00-04:00,5662.5,5663.75,5661.5,5663.0498046875,6257681,0.0,0.0
2025-03-20 09:52:00-04:00,5662.919921875,5664.41015625,5661.740234375,5663.8798828125,6534800,0.0,0.0
2025-03-20 09:53:00-04:00,5663.85986328125,5667.759765625,5663.85986328125,5667.240234375,6034480,0.0,0.0
2025-03-20 09:54:00-04:00,5666.9599609375,5667.75,5665.9501953125,5666.39990234375,5150312,0.0,0.0
2025-03-20 09:55:00-04:00,5666.669921875,5666.669921875,5664.2099609375,5664.7900390625,6211468,0.0,0.0
2025-03-20 09:56:00-04:00,5664.66015625,5668.009765625,5664.66015625,5665.66015625,6612178,0.0,0.0
2025-03-20 09:57:00-04:00,5665.830078125,5669.1201171875,5665.830078125,5668.47021484375,5280413,0.0,0.0
2025-03-20 09:58:00-04:00,5668.41015625,5671.22998046875,5668.41015625,5671.2001953125,4789456,0.0,0.0
2025-03-20 09:59:00-04:00,5671.330078125,5674.27001953125,5671.330078125,5674.2099609375,7494918,0.0,0.0
2025-03-20 10:00:00-04:00,5672.89013671875,5682.2900390625,5672.35986328125,5682.2900390625,10622496,0.0,0.0
2025-03-20 10:01:00-04:00,5682.33984375,5683.85986328125,5682.080078125,5682.080078125,8455101,0.0,0.0
2025-03-20 10:02:00-04:00,5682.02001953125,5687.56982421875,5682.02001953125,5686.7900390625,7821798,0.0,0.0
2025-03-20 10:03:00-04:00,5687.18017578125,5690.35009765625,5686.419921875,5688.91015625,8683409,0.0,0.0
2025-03-20 10:04:00-04:00,5689.0400390625,5691.68017578125,5688.169921875,5688.31982421875,8402575,0.0,0.0
2025-03-20 10:05:00-04:00,5688.1298828125,5688.4501953125,5684.4599609375,5685.02978515625,7686694,0.0,0.0
2025-03-20 10:06:00-04:00,5685.14990234375,5688.009765625,5684.89013671875,5687.759765625,6028485,0.0,0.0
2025-03-20 10:07:00-04:00,5687.81005859375,5690.490234375,5686.7900390625,5690.10986328125,5961629,0.0,0.0
2025-03-20 10:08:00-04:00,5690.27978515625,5690.60986328125,5688.02001953125,5690.27001953125,5721989,0.0,0.0
2025-03-20 10:09:00-04:00,5690.14990234375,5692.41015625,5689.31005859375,5689.31005859375,6386993,0.0,0.0
2025-03-20 10:10:00-04:00,5689.31982421875,5689.56982421875,5685.830078125,5685.8798828125,6414438,0.0,0.0
2025-03-20 10:11:00-04:00,5686.02001953125,5690.10986328125,5686.02001953125,5688.0,5984795,0.0,0.0
2025-03-20 10:12:00-04:00,5687.97021484375,5688.43017578125,5686.4599609375,5687.759765625,5619048,0.0,0.0
2025-03-20 10:13:00-04:00,5687.77001953125,5688.7998046875,5687.35009765625,5688.2998046875,5253568,0.0,0.0
2025-03-20 10:14:00-04:00,5688.27001953125,5688.2998046875,5687.41015625,5687.8798828125,5360322,0.0,0.0
2025-03-20 10:15:00-04:00,5688.4501953125,5688.64013671875,5683.52001953125,5685.77978515625,6886135,0.0,0.0
2025-03-20 10:16:00-04:00,5685.77978515625,5692.56005859375,5685.740234375,5692.56005859375,7871066,0.0,0.0
2025-03-20 10:17:00-04:00,5692.56005859375,5696.419921875,5692.47998046875,5694.81982421875,7716530,0.0,0.0
2025-03-20 10:18:00-04:00,5694.89013671875,5695.97998046875,5694.72021484375,5695.490234375,6153887,0.0,0.0
2025-03-20 10:19:00-04:00,5695.240234375,5695.4599609375,5693.169921875,5694.06982421875,5070097,0.0,0.0
2025-03-20 10:20:00-04:00,5694.06005859375,5694.35986328125,5691.8701171875,5694.2099609375,5241948,0.0,0.0
2025-03-20 10:21:00-04:00,5694.2001953125,5695.169921875,5692.27001953125,5692.31005859375,5212977,0.0,0.0
2025-03-20 10:22:00-04:00,5692.5,5695.0400390625,5692.5,5694.5400390625,5242900,0.0,0.0
2025-03-20 10:23:00-04:00,5694.60009765625,5699.2099609375,5694.60009765625,5699.18994140625,6436923,0.0,0.0
2025-03-20 10:24:00-04:00,5699.81982421875,5701.830078125,5699.2900390625,5701.0498046875,5880779,0.0,0.0
2025-03-20 10:25:00-04:00,5701.169921875,5702.4501953125,5700.89990234375,5701.81982421875,5813316,0.0,0.0
2025-03-20 10:26:00-04:00,5701.5,5705.39013671875,5700.10009765625,5705.240234375,7094252,0.0,0.0
2025-03-20 10:27:00-04:00,5705.31005859375,5706.18994140625,5704.60986328125,5705.169921875,6024304,0.0,0.0
2025-03-20 10:28:00-04:00,5705.18994140625,5705.2998046875,5701.77978515625,5702.16015625,6865117,0.0,0.0
2025-03-20 10:29:00-04:00,5702.4599609375,5703.240234375,5700.18017578125,5701.27001953125,6321671,0.0,0.0
2025-03-20 10:30:00-04:00,5701.2900390625,5701.85986328125,5700.0400390625,5701.68994140625,5341404,0.0,0.0
2025-03-20 10:31:00-04:00,5701.33984375,5701.33984375,5697.89990234375,5698.0400390625,6528208,0.0,0.0
2025-03-20 10:32:00-04:00,5697.89990234375,5700.169921875,5697.89990234375,5700.10986328125,4612227,0.0,0.0
2025-03-20 10:33:00-04:00,5700.169921875,5701.14013671875,5697.580078125,5697.669921875,4884267,0.0,0.0
2025-03-20 10:34:00-04:00,5697.740234375,5699.60009765625,5697.419921875,5697.6201171875,5029003,0.0,0.0
2025-03-20 10:35:00-04:00,5697.5400390625,5697.7998046875,5695.0498046875,5696.89990234375,5624348,0.0,0.0
2025-03-20 10:36:00-04:00,5697.18994140625,5704.39990234375,5697.18994140625,5704.18994140625,6365716,0.0,0.0
2025-03-20 10:37:00-04:00,5704.2001953125,5704.3798828125,5703.06005859375,5703.259765625,4536764,0.0,0.0
2025-03-20 10:38:00-04:00,5703.2900390625,5706.35009765625,5703.08984375,5705.52001953125,5162155,0.0,0.0
2025-03-20 10:39:00-04:00,5705.5,5705.8798828125,5701.97998046875,5702.14990234375,5155093,0.0,0.0
2025-03-20 10:40:00-04:00,5702.16015625,5703.85986328125,5701.169921875,5703.64990234375,5738920,0.0,0.0
2025-03-20 10:41:00-04:00,5703.77001953125,5705.8701171875,5703.2099609375,5705.8701171875,4533408,0.0,0.0
2025-03-20 10:42:00-04:00,5705.830078125,5709.06982421875,5705.56005859375,5708.740234375,5598157,0.0,0.0
2025-03-20 10:43:00-04:00,5708.5400390625,5710.580078125,5706.85009765625,5710.080078125,6242223,0.0,0.0
2025-03-20 10:44:00-04:00,5709.85986328125,5710.4599609375,5708.85986328125,5709.02001953125,5126715,0.0,0.0
2025-03-20 10:45:00-04:00,5709.16015625,5710.580078125,5709.0400390625,5709.10986328125,5708007,0.0,0.0
2025-03-20 10:46:00-04:00,5709.0498046875,5710.580078125,5708.2099609375,5710.2900390625,5240920,0.0,0.0
2025-03-20 10:47:00-04:00,5710.27001953125,5710.60986328125,5709.18017578125,5710.60986328125,5696814,0.0,0.0
2025-03-20 10:48:00-04:00,5710.580078125,5711.14990234375,5710.39013671875,5710.509765625,4681262,0.0,0.0
2025-03-20 10:49:00-04:00,5710.64990234375,5710.64990234375,5709.06005859375,5709.6298828125,5272073,0.0,0.0
2025-03-20 10:50:00-04:00,5709.35986328125,5709.35986328125,5704.14013671875,5704.16015625,5521984,0.0,0.0
2025-03-20 10:51:00-04:00,5703.7998046875,5706.43017578125,5703.7998046875,5705.830078125,5221336,0.0,0.0
2025-03-20 10:52:00-04:00,5705.7900390625,5706.009765625,5702.259765625,5703.77978515625,5008378,0.0,0.0
2025-03-20 10:53:00-04:00,5703.72021484375,5704.68994140625,5702.89013671875,5703.7099609375,4485745,0.0,0.0
2025-03-20 10:54:00-04:00,5703.7998046875,5705.08984375,5703.7998046875,5704.22998046875,4285328,0.0,0.0
2025-03-20 10:55:00-04:00,5704.1298828125,5704.43994140625,5702.22998046875,5702.3798828125,4203465,0.0,0.0
2025-03-20 10:56:00-04:00,5702.52978515625,5703.22998046875,5701.080078125,5703.22998046875,4643220,0.0,0.0
2025-03-20 10:57:00-04:00,5703.39013671875,5703.990234375,5702.35009765625,5702.669921875,4584230,0.0,0.0
2025-03-20 10:58:00-04:00,5702.7099609375,5702.7099609375,5700.990234375,5701.3798828125,4978650,0.0,0.0
2025-03-20 10:59:00-04:00,5701.41015625,5701.60986328125,5698.56982421875,5700.5400390625,9283629,0.0,0.0
2025-03-20 11:00:00-04:00,5700.1201171875,5702.1298828125,5696.25,5696.93994140625,9416949,0.0,0.0
2025-03-20 11:01:00-04:00,5696.85986328125,5698.0400390625,5695.7998046875,5696.0498046875,6220943,0.0,0.0
2025-03-20 11:02:00-04:00,5696.06982421875,5696.1201171875,5694.91015625,5696.02001953125,4752681,0.0,0.0
2025-03-20 11:03:00-04:00,5696.27978515625,5698.56005859375,5695.740234375,5698.35986328125,4837108,0.0,0.0
2025-03-20 11:04:00-04:00,5698.3701171875,5699.2001953125,5697.2900390625,5698.009765625,4229282,0.0,0.0
2025-03-20 11:05:00-04:00,5697.97021484375,5698.18994140625,5696.6298828125,5697.33984375,4518105,0.0,0.0
2025-03-20 11:06:00-04:00,5696.89013671875,5699.60986328125,5695.68994140625,5699.60986328125,6512601,0.0,0.0
2025-03-20 11:07:00-04:00,5699.72021484375,5700.75,5698.31005859375,5699.85009765625,5584371,0.0,0.0
2025-03-20 11:08:00-04:00,5699.919921875,5700.740234375,5699.919921875,5700.27978515625,4337200,0.0,0.0
2025-03-20 11:09:00-04:00,5700.43994140625,5702.33984375,5700.419921875,5702.33984375,4699120,0.0,0.0
2025-03-20 11:10:00-04:00,5702.14013671875,5703.10986328125,5700.41015625,5700.7001953125,4918013,0.0,0.0
2025-03-20 11:11:00-04:00,5700.740234375,5702.85009765625,5699.89013671875,5701.9501953125,4908156,0.0,0.0
2025-03-20 11:12:00-04:00,5701.740234375,5702.77978515625,5700.91015625,5702.77978515625,4330864,0.0,0.0
2025-03-20 11:13:00-04:00,5702.75,5704.330078125,5702.68017578125,5703.490234375,5310735,0.0,0.0
2025-03-20 11:14:00-04:00,5703.509765625,5703.759765625,5701.68994140625,5702.2998046875,4325773,0.0,0.0
2025-03-20 11:15:00-04:00,5702.330078125,5702.740234375,5699.60986328125,5700.39990234375,5257170,0.0,0.0
2025-03-20 11:16:00-04:00,5700.39990234375,5700.9599609375,5698.27001953125,5698.60009765625,5068082,0.0,0.0
2025-03-20 11:17:00-04:00,5698.759765625,5699.02001953125,5696.7998046875,5696.91015625,3961185,0.0,0.0
2025-03-20 11:18:00-04:00,5696.93017578125,5698.06982421875,5696.31982421875,5697.72998046875,4175752,0.0,0.0
2025-03-20 11:19:00-04:00,5697.740234375,5698.27978515625,5695.27001953125,5695.27001953125,4385557,0.0,0.0
2025-03-20 11:20:00-04:00,5695.4599609375,5696.4599609375,5694.60986328125,5696.39013671875,4044899,0.0,0.0
2025-03-20 11:21:00-04:00,5696.419921875,5696.419921875,5693.7900390625,5693.85986328125,3744812,0.0,0.0
2025-03-20 11:22:00-04:00,5693.85009765625,5696.31982421875,5693.39013671875,5696.2900390625,5364770,0.0,0.0
2025-03-20 11:23:00-04:00,5696.259765625,5698.5498046875,5696.240234375,5698.22021484375,5829518,0.0,0.0
2025-03-20 11:24:00-04:00,5698.1201171875,5698.2001953125,5697.1201171875,5697.1201171875,4679862,0.0,0.0
2025-03-20 11:25:00-04:00,5696.9599609375,5696.9599609375,5695.419921875,5695.919921875,4830657,0.0,0.0
2025-03-20 11:26:00-04:00,5695.919921875,5697.89990234375,5694.72998046875,5697.85009765625,4775389,0.0,0.0
2025-03-20 11:27:00-04:00,5697.8798828125,5698.25,5697.419921875,5697.759765625,3897795,0.0,0.0
2025-03-20 11:28:00-04:00,5697.72021484375,5697.93017578125,5694.97998046875,5694.97998046875,6190666,0.0,0.0
2025-03-20 11:29:00-04:00,5694.83984375,5695.9501953125,5694.25,5695.35009765625,4596313,0.0,0.0
2025-03-20 11:30:00-04:00,5695.4501953125,5696.27001953125,5693.1298828125,5693.22998046875,5211357,0.0,0.0
2025-03-20 11:31:00-04:00,5692.990234375,5692.990234375,5690.25,5690.33984375,5556652,0.0,0.0
2025-03-20 11:32:00-04:00,5690.4501953125,5693.1298828125,5689.68994140625,5691.25,5515699,0.0,0.0
2025-03-20 11:33:00-04:00,5691.4599609375,5692.06982421875,5688.7001953125,5688.9501953125,5726521,0.0,0.0
2025-03-20 11:34:00-04:00,5688.919921875,5688.919921875,5686.41015625,5687.2998046875,6188501,0.0,0.0
2025-03-20 11:35:00-04:00,5685.31982421875,5685.31982421875,5685.31982421875,5685.31982421875,0,0.0,0.0
